date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260604,KOSPI,025560,미래산업,32150,12.81,269105,new,반도체(장비/검사),중국 종합반도체사에 154억원 규모 반도체 검사장비 공급 계약 체결,contract,2026.06.01,2,high,"회사 공시·복수 언론에서 154억원 규모의 반도체 검사장비 공급계약(중국 기업)을 보도했으며, 이는 수주 공시성이 뚜렷한 호재로 즉각적인 수급·주가 반응을 유발했을 가능성이 높다. 계약이 해외(중국) 거래처 대상이라는 점에서 매출 성장 기대와 향후 추가 수주 가능성으로 투자자 심리가 강하게 작용한 것으로 보인다.","원익IPS, 테크윙, 테스","반도체 장비, 중국 수출/공급, 반도체 검사장비, 154억 공급계약",23
20260604,KOSPI,007810,코리아써키트,122300,12.2,561042,new,반도체,AI 메모리·고다층 패키지 기판 수요 확대(고다층 PCB/패키징 후공정 수혜),technical,2026.06.03,1,medium,최근 증권사 리포트(5/29)와 6/3의 다수 기사들이 AI 서버·메모리 수요 폭발로 고다층·패키지 기판 수혜가 본격화된다고 보도하며 PCB 업황 개선 기대를 부각시켰다. 코리아써키트는 PCB·패키지 관련 밸류체인으로 시장에서 수혜주로 인식되어 매수세가 집중된 것으로 판단된다.,"네오티스, 심텍","반도체 패키지 기판, AI 서버 메모리 수요, 고다층 PCB 양산, 패키징 후공정 수요 확대",23
20260604,KOSPI,023530,롯데쇼핑,172000,11.62,346512,new,수급/소비(백화점·명품 소비 심리),반도체 호황에 따른 '부의 효과'로 백화점 명품 매출 급증·배당 확대 기대감 확대,rumor,2026.06.04,0,medium,"오늘(6.4) 다수의 종목 태그 기사에서 백화점 업종 전반의 명품 매출 호조와 이로 인한 투자심리 개선(‘부의 효과’)을 핵심 이유로 제시했고, 일부 기사에서는 배당 확대 기대까지 언급되어 수급이 집중된 것으로 보임. 롯데쇼핑 관련 프로모션(뷰티 행사) 기사도 함께 보도되어 매출 모멘텀 기대가 단기 매수 심리를 자극했다.","신세계, 현대백화점","백화점 소비(명품), 부의 효과(자산 효과), 배당 확대 기대, 명품 매출 신고가, 백화점 명품 매장 매출, 여름 뷰티 프로모션",20
20260604,KOSPI,003160,디아이,27950,11.35,531286,new,반도체 장비/부품,6월 초 반도체 장비주에 대한 언론·브랜드평판 집중 보도로 HBM 등 메모리 수요 관련 수혜 기대가 확산되며 장비주 동반 매수 발생,rumor,2026.06.03,1,medium,"제공된 기사들은 특정 공시나 실적이 아닌 6월 초 반도체 업종·장비주에 대한 집단적 관심(브랜드평판, 섹터 추천 등)에 초점이 맞춰져 있어, DI의 급등은 섹터 수혜 기대감과 수급 쏠림에 의한 동반 상승으로 해석됩니다. 개별 회사의 공시나 계약 보강이 확인되지 않아 명확한 실물 호재보다는 업종·테마성 매수 영향이 컸을 가능성이 높습니다.","한미반도체, 이오테크닉스, 피에스케이","반도체 장비주, HBM 수요 확대, 장비주 브랜드평판, 장비 수주·납품 공시",10
20260604,KOSPI,011790,SKC,155900,11.2,1966403,continuation,2차전지/전지소재,미국 동박(cu-foil) 특허 소송 승소로 후발주자 기술 모방 제동 — 시장지배력 및 수율·가격 방어력 강화 기대,disclosure,,0,high,"이전 분석 재사용 (최초 20260601, 2일째 등장)","롯데에너지머티리얼즈, 솔루스첨단소재","2차전지, 동박(구리포일), 미국 특허 소송 승소, 동박 생산 가동률, 유상증자 1.1조, EB 교환권 행사",11
20260604,KOSPI,009320,아진전자부품,945,11.18,3835020,unclear,자동차 전장/전력(모터·ESS) 부품,자동차 전장화 및 EV 모터·PCB 수혜 기대(시장·기사에서 유사업종 수혜 언급으로 유입된 테마 수급),rumor,,0,low,"제공된 최근 기사들은 직접적인 공시·계약·실적 호재가 없고, 대신 전기차 모터·전장부품·ESS 관련 업종 수혜 기사가 다수 노출되어 동일 업종(전장/모터/PCB)으로 연관 수급이 몰린 것으로 보임. 명확한 회사별 공시가 없는 상황이라 개별 종목에 대한 매매는 테마성·수급성으로 해석하는 것이 타당함.","계양전기, 현대모비스, 에이엔피","자동차 전장, EV 모터, ESS(에너지저장장치), PCB 전장부품, 모터 제어모듈, 글로벌 완성차 수주",10
20260604,KOSPI,014680,한솔케미칼,276000,10.4,93431,new,반도체 (재료·부품),거래소·금융당국 '밸류업' 우수기업 표창(05.27) 및 '반도체 사이클 수혜' 보도(05.28)가 맞물려 재평가·수급 유입,disclosure,2026.05.28,7,medium,"5월 27~28일에 걸쳐 거래소·금융당국의 밸류업(기업가치 제고) 프로그램 관련 우수기업 시상 보도와 함께 '반도체 사이클 수혜'를 직접적으로 지목한 기사들이 나왔습니다. 밸류업 표창은 기관·수급의 관심을 끌어 중소형 재료·부품주에 대한 재평가(수급 유입)를 촉발했고, 반도체 업황 기대감(차세대 AI 기판 등 부각)이 주가 급등의 직접적 배경으로 보입니다.","덕산하이메탈, 엘앤에프","반도체 재료·부품, 밸류업(기업가치 제고), 차세대 AI 기판, 거래소 밸류업 표창",25
20260604,KOSPI,042700,한미반도체,304000,10.34,2395265,new,반도체,컴퓨텍스 2026 첫 참가에서 차세대 HBM4용 TC(본딩) 본더 및 패키징 장비 공개,disclosure,2026.06.04,0,medium,"D-day 당일 다수의 종목 태그 기사들이 한미반도체의 컴퓨텍스 첫 참가와 '차세대 HBM/HBM4 본딩 장비' 공개를 보도했고, AI·HBM 관련 밸류체인에 대한 투자심리가 반영되어 급등한 것으로 판단됩니다. 공개된 제품이 HBM(고대역폭메모리) 패키징 장비로서 특정 수요(AI 가속기·데이터센터용 메모리)와 직접 연결되는 점이 매수 촉발 요인입니다.","파두, SK하이닉스","AI 데이터센터, HBM4, TC 본더, 차세대 패키징",24
20260604,KOSPI,028260,삼성물산,535000,10.2,1327435,new,정책/법률(지배구조·주주권 소송),국민연금의 '삼성 합병' 손해배상 1심 변론에서 法이 '청구 원인 정리해야'라고 지적한 보도(법원 심리 진행·쟁점 약화 신호),policy,2026.06.04,0,medium,당일 법원 쟁점 지적 보도가 나오며 국민연금 측 손배소의 실무적 난점이 드러났다는 해석이 확산되어 그룹 지배구조 불확실성 완화 기대가 커진 것으로 보입니다. 삼성전자 시세 상승과 연동된 계열사 재평가 흐름도 삼성물산에 대한 수급·투심을 강화한 것으로 추정됩니다.,"삼성전자, 삼성생명, 삼성화재","주주권 소송, 합병 손해배상, 법원 청구원인 지적, 지배구조 재평가, 계열사 지분가치 반사이익",25
20260604,KOSPI,004710,한솔테크닉스,12460,9.59,2397161,new,투자/수주 (해외 전장시장 진출),북미 전장 공략을 위한 멕시코 대규모 설비 투자 발표(멕시코 생산기지 확대),disclosure,2026.05.26,9,medium,"이데일리(05.26) 보도로 북미 전장(자동차 전장) 경쟁력을 위해 멕시코에 대규모 투자를 단행한다는 내용이 나왔고, 이후(05.29) 애널리스트의 목표가 상향 보도로 외형 개선 및 저평가 해소 기대가 결합되어 수급이 몰린 것으로 보입니다. 해외생산기지 확대는 매출처 다변화·수주 확대 기대를 직접적으로 자극해 주가를 끌어올렸습니다.","대덕전자, 코리아써키트, 덕산하이메탈","북미 전장시장, 해외공장투자, 애널리스트 목표가 상향, 멕시코 생산기지, 유상증자 추가상장, 전장용 전자부품 수주",14
20260604,KOSDAQ,377480,마음AI,17600,29.99,1307731,new,피지컬 AI / 산업용 자율장비,건설장비 자율작업 기술 개발을 위한 대외 협력(국내 중견 건설장비사와 공동개발) 보도,contract,2026.06.02,2,high,"6월 2일 다수 매체가 '건설장비 자율작업 기술 개발 협력' 보도를 냈고(공식 제휴·기술협력 내용), 해당 소식이 피지컬 AI 분야에서 실수주·사업연계 가능성을 직접적으로 보여주어 투자심리를 자극했다. 거래대금과 외국/기관 수급이 동반되며 D-day에 강한 주가 반등으로 이어진 것으로 보인다.","두산밥캣, 산업용로봇/자율장비 관련주","피지컬 AI, 건설장비 자율화, 건설장비 원격·자율작업, 산업용 로봇 플랫폼, OEM 협업 수주",16
20260604,KOSDAQ,476080,M83,7760,29.98,255851,continuation,AI/클라우드 인프라,자회사 피앤티링크의 네이버클라우드향 500억 규모 AI 서버 공급 개시,contract,,0,high,"이전 분석 재사용 (최초 20260603, 2일째 등장)","피앤티링크, 서버장비/AI서버 관련주","AI 서버, 클라우드 인프라, 네이버클라우드향, 500억 공급계약, 자회사 공급 개시",12
20260604,KOSDAQ,084370,유진테크,155700,29.97,543116,new,반도체,글로벌 WFE(장비투자) 전망치 줄상향에 따른 전공정(노광·식각 등) 장비업종 수혜 기대,rumor,2026.06.04,0,medium,6월 4일 다수 기사에서 글로벌 WFE 전망이 상향 조정됐고 반도체 소부장·전공정 장비주가 동반 강세를 보였다는 보도가 집중되며 업종 모멘텀이 단기 급등을 유발한 것으로 보인다. 유진테크는 장비업종 대표 종목군에 포함되어 투자심리·수급이 몰리며 큰 폭 상승했다.,"원익IPS, 주성엔지니어링, 테스","반도체 장비, WFE 전망 상향, 전공정 장비 수주, 장비 투자 재개, 노광·식각 장비",17
20260604,KOSDAQ,077360,덕산하이메탈,15010,29.96,2915197,new,정책(중복상장·IPO 규제),모회사 임시주총서 모회사 주주 동의로 자회사(덕산넵코어스) 중복상장 예외 사례 승인 및 중복상장 예외허용 가이드라인 임박 보도,policy,2026.05.31,4,high,"최근 다수 기사에서 모회사 임시주총을 통해 자회사 IPO 추진이 주주동의로 승인되었다는 보도가 집중되었고, 정부·금감원의 중복상장 예외허용 가이드라인 발표 임박 보도가 함께 나와 규제 완화 기대가 급등을 촉발한 것으로 보입니다. 덕산하이메탈은 해당 사례로 시장의 주목을 받으면서 수급·테마성 매수세가 몰렸습니다.",덕산넵코어스,"중복상장 규제 완화, 주주동의제 도입, 자회사 IPO 예외허용 기준, 모회사 임시주총 주주찬성, 대주주 의결권 제한 3%",23
20260604,KOSDAQ,271830,팸텍,2360,29.96,17998733,continuation,반도체 장비 / 산업용 로봇,웨이퍼(유리기판) 처리용 산업용 로봇 기업 인수로 유리기판 장비 사업 확대,disclosure,,0,high,"이전 분석 재사용 (최초 20260601, 3일째 등장)","두산로보틱스, 원익IPS","반도체 장비, 산업용 로봇, M&A, 웨이퍼 로봇, 유리기판 장비 확대, 웨이퍼 핸들링 로봇",12
20260604,KOSDAQ,240810,원익IPS,127200,29.93,1192343,unclear,반도체 장비·소부장,글로벌 WFE(장비) 전망 상향에 따른 전공정 장비 수요 회복 기대,unknown,2026.06.04,0,medium,당일 다수 기사에서 '글로벌 WFE 전망치 줄상향'과 함께 코스닥 내 반도체 소부장 종목에 매수세가 집중되었다고 보도되어 전공정 장비업체인 이 종목에 투자심리가 급격히 유입된 것으로 보인다. 뚜렷한 개별 공시나 계약성 호재는 없고 산업지표·시황 중심의 수급성 재평가가 주 원인이다.,"테스, 원익머트리얼즈, 이엔에프테크놀로지","반도체 소부장, WFE(장비) 전망 상향, 전공정 장비 수요 회복, 포토·식각 장비 공급계약, 장비 발주 스케줄, CMP·박막 공정 수주",26
20260604,KOSDAQ,095610,테스,135900,29.92,678768,unclear,반도체(장비·소부장),글로벌 WFE(장비투자) 전망 상향·전공정 장비사에 대한 수주 기대감으로 인한 섹터 랠리,unknown,2026.06.04,0,medium,"당일 다수의 종목태그 기사들이 반도체 소부장·장비주의 강세를 보도했고, WFE 전망치 상향 및 대형 고객(삼성·닉스) 관련 숨고르기 국면에서 장비주로 자금이 이동한 흐름이 테스 급등의 직접적 배경으로 보임. 회사 자체 공시나 개별 호재는 확인되지 않아 섹터-수급성 재평가가 주된 트리거로 판단된다.","원익IPS, 유진테크","반도체 소부장, 장비 수주, WFE 전망 상향, 전공정 장비 훈풍",26
20260604,KOSDAQ,388790,라이콤,4910,29.89,3015733,new,데이터센터/광통신 장비 (AI 인프라·통신 소부장),미국 AI 데이터센터향 광증폭기 공급계약 39억원 (해외 수주),contract,2026.06.04,0,high,당일 공시로 미국 AI 데이터센터용 광증폭기 39억원 공급계약이 발표되며 매출 규모(작년 매출의 약 22%)가 명시되어 직접적 실적 기대로 수요가 몰린 것으로 보인다. 또한 AI 데이터센터·반도체 소부장 테마 강세가 동시에 작용하며 매수세가 집중된 것으로 판단된다.,"유진테크, 원익IPS","AI 데이터센터, 광통신 장비, 미국 공급계약, 광증폭기 수주, 해외(미국) 매출 비중",13
20260604,KOSDAQ,113810,디젠스,680,28.3,1965137,new,수급/테마성(반도체 장비 관련 수급 집중),코스닥 반도체 장비주로 매수 집중(EBN 데이터센터 랭킹 보도로 관심 유입),technical,2026.06.03,1,medium,"종목 태그 기사로 장중 상한가(2026.06.04)가 확인되며, 직전일(06.03) EBN 보도가 ‘코스닥 반도체 장비주 집중’으로 해당 섹터에 수급이 몰린 점이 직접적 촉매로 보입니다. 별도 공시·실적·수주 뉴스가 없어 테마·수급 성격의 기술적 급등으로 판단됩니다.","아모텍, 에이엔피","반도체 장비, KOSDAQ 수급, EBN 데이터센터 랭킹, 장중 상한가 터치",9
20260604,KOSDAQ,089970,브이엠,69500,28.23,1227101,new,반도체 장비/소부장,반도체 고객사 설비(증설) 기대감에 따른 장비·부품 공급 확대(수주 기대),contract,2026.05.22,13,medium,코스닥 반도체 장비업종 전반의 강세 흐름 속에서 5월22일 한국경제 보도가 '반도체 고객사 증설 기대감'으로 브이엠이 신고가를 경신했다고 지목했다. 이후 업종 매수(원익IPS·테스 등)와 기관·외국인 매수 흐름이 이어지며 D-day에 급등한 것으로 판단된다.,"원익IPS, 테스, 피에스케이","반도체 장비, 장비 수주·증설, 고객사 증설 프로젝트, 장비 공급 물량 확대",18
20260604,KOSDAQ,036930,주성엔지니어링,250500,27.22,6728121,unclear,반도체 소부장(장비·부품) 수급/섹터 랠리,코스닥 반등 속 반도체 소부장 업종에 매수 집중(시장·수급 주도성에 따른 종목별 동반 급등),unknown,2026.06.04,0,medium,"당일 다수의 마감시황 기사에서 '코스닥 반등'과 '반도체 소부장 강세'가 동시에 보도되었으며, 개별 공시·실적·수주 같은 회사 고유 호재는 확인되지 않습니다. 따라서 주성엔지어링의 급등은 이날 코스닥 내 비(非)대형 AI주·반도체 소부장으로의 수급 이동(섹터·테마성 랠리)에 따른 것으로 판단됩니다.","원익IPS, 테스","반도체 소부장, 코스닥 반등, 기관 순매수, 웨이퍼 전공정 장비, CVD/PVD 장비 수주",25
20260604,KOSDAQ,036170,에이치엠넥스,4800,26.82,6665387,new,반도체 소부장(장비·부품·소재),코스닥 반도체 소부장주 장비주 집중 강세(섹터 랠리·수급 중심),technical,2026.06.04,0,medium,"당일 다수의 언론(네이버 금융 태그 기사 포함)이 '코스닥 반도체 소부장·장비주 강세'를 보도했고, 에이치엠넥스도 반도체/장비 테마 편입 종목으로 분류되어 섹터 랠리와 수급 유입(거대 거래량)으로 급등한 것으로 보인다. 회사 고유의 공시·실적·계약성 호재는 확인되지 않아 상승은 섹터·수급성 재료가 주원인으로 판단된다.","유진테크, 원익IPS, 주성엔지니어링","반도체 소부장, 반도체 장비주, 외국인 연속 순매수, 탄소저감 신사업, 덕소뉴타운 분양",13
20260604,KOSDAQ,319660,피에스케이,114400,26.27,1006244,new,반도체 (장비/소부장),반도체 장비주 순환매·기관·코스닥 매수 러시 (원익IPS·유진테크 등 주도),technical,2026.06.04,0,medium,당일 다수의 종목태그 기사와 코스닥 시황 보도에서 '반도체 투톱(삼성·하이닉스) 쉬어가자 장비주 강세'라는 수급 중심의 순환매가 핵심 원인으로 지목됨. 피에스케이는 개별 공시·실적·수주 등 확정적 호재 없이 업종·수급 흐름에 동조해 급등한 것으로 판단된다.,"원익IPS, 유진테크, 테스","반도체 장비주, 기관 매수 러시, 업종 순환매, 코스닥 반도체 강세",13
20260604,KOSDAQ,031980,피에스케이홀딩스,124300,23.56,537288,new,반도체 (소부장·장비주),코스닥 반도체 장비주 동반 급등 — 대형주 숨고르기 속 소부장으로의 단기 자금 이동·ETF·기관 매수 유입,rumor,2026.06.04,0,medium,"D-day 전후로 다수의 종목태그 기사들이 '반도체 장비주 강세'를 원인으로 지목했으며, 기관·ETF 중심의 반도체 밸류체인 자금 유입(관련 ETF 규모 증가)과 대형주(삼성전자·닉스) 숨고르기 속 소부장으로의 단기 자금 이동이 직접적 모멘텀으로 보입니다. 피에스케이홀딩스는 코스닥 장비·소부장군에 포함되어 같은 섹터 랠리에 편승해 급등한 것으로 판단됩니다.","원익IPS, 유진테크, 테스","반도체 소부장, 장비주 동반 급등, 반도체밸류체인 ETF 순자산 증가, 첨단 패키징 수요, 기관 순매수, 단기 섹터 로테이션",19
20260604,KOSDAQ,089140,넥스턴앤롤코리아,2460,22.08,423677,new,반도체/수주,40억 규모 유상증자 결정(내부 자금조달) 및 계열사 지원을 통한 계열사(반도체 장비업체)의 154억 규모 중국 공급계약 연계 모멘텀,disclosure,2026.06.02,0,high,"회사 측의 40억 유상증자(2026.05.29 공시) 소식이 투자금 확보(계열사 지원) 기대를 높였고, 같은 기간 계열사(반도체 장비 관련)가 중국에 154억 규모 공급계약을 체결했다는 기사들이 결합되며 '실질적 수주 연계·성장 기대'로 주가가 급등한 것으로 판단된다. 관련 기사가 D-0(6월2일 기사)에 묶여 보도되어 시장 반응이 즉시 나타난 것으로 보인다.","미래산업, 화천기계","유상증자, 반도체 수주, 계열사 재무지원, 154억 규모 장비 계약",13
20260604,KOSDAQ,067770,세진티에스,2200,20.81,17976,unclear,수급/테마성,서울반도체 등 LED 업계 이슈로 인한 테마성 관심 유입(직접적 공시·수주 확인 불가),rumor,,0,low,"제공된 최근 기사들에서는 세진티에스를 직접적으로 지목하는 공시나 수주·실적 뉴스가 없고, 유일한 관련성은 서울반도체 등 LED 업계 관련 보도뿐이다. 따라서 개별 호재보다 업종·테마성 수급 유입이나 소문성 매수로 급등한 것으로 판단된다.","서울반도체, HB테크놀러지","LED 광원, 중소형 조명 모듈 수요, 시장점유율 경쟁, 테마 수급, 급등 소문, 쇼트스퀴즈",2
20260604,KOSDAQ,452280,한선엔지니어링,24750,19.85,385122,new,수급·공시 (대주주 지분 처분),대주주(한국선재)의 한선엔지니어링 주식 200억원 규모 처분 결정 공시,disclosure,2026.06.01,3,medium,"직접적 태깅 기사(stock_news)로 대주주 지분 매각(200억) 공시가 확인되어 수급 재편 기대와 단기 매물 소화 해석이 발생했고, 여기에 연료전지·조선 등 에너지·플랜트 업종에 대한 긍정적 일반 뉴스(연료전지 SOFC 소재, 피팅·밸브 업황 기대)가 동반되어 매수심리가 증폭된 것으로 보입니다. 공시가 단기 유동성·지분구조 변화를 촉발한 점이 주된 트리거로 판단됩니다.","비엠티, 엘티씨","대주주 지분매각 200억, 연료전지 SOFC 소재, 피팅·밸브 수주 확대, 에너지·조선 투자확대",9
20260604,KOSDAQ,040350,크레오에스지,7350,19.51,557904,continuation,수급/수주(공급계약),삼성SDS 대상 약 20억 규모 공급계약 공시(액면병합 이후 거래재개와 동시 노출),contract,,0,high,"이전 분석 재사용 (최초 20260522, 4일째 등장)",삼성SDS,"수주·공급계약, IT 인프라 공급, 20억 규모 공급계약, 액면병합 후 거래재개, 납품·매출인식 일정",5
20260604,KOSDAQ,321370,센서뷰,3000,19.05,4005772,new,반도체·소부장(코스닥),코스닥 소부장주 동반 랠리(데이터센터·통신장비 투자 재평가에 따른 단기 수급 몰림),rumor,2026.06.03,1,medium,"직접적인 공시나 실적 발표는 없고 6월 3일자 다수 기사에서 반도체 소부장·통신장비 관련 종목이 동반 급등했다는 보도가 나왔으며, 센서뷰도 관련 특징주로 함께 언급되어 테마성 수급이 몰린 것으로 보입니다. 별도 호재성 공시 부재로 인해 주가 상승은 대체로 외부 매크로·테마 재평가와 단기 수급에 따른 것으로 판단됩니다.","원익IPS, 유진테크","반도체 소부장, 통신장비 재평가, 데이터센터 투자 확대, 6G 투자",11
20260604,KOSDAQ,085910,네오티스,33750,18.01,368603,new,반도체/PCB 기판(후공정) 밸류체인,증권사 리포트·기사로 촉발된 AI 서버용 PCB·기판 수요 확대에 따른 후공정(기판·정밀부품) 밸류체인 재평가 및 수익성 개선 기대,earnings,2026.06.01,2,high,"6월 1일 복수의 종목태그 기사에서 증권가가 네오티스의 탑라인·수익성 개선을 언급했고(애널리포트성 보도), 동시에 AI 서버 수요 확대로 PCB·기판 관련주에 대한 밸류체인 재평가 흐름이 이어지며 수급과 투자심리가 몰려 급등한 것으로 판단된다. 추가로 6월 3일 관련 테마기사들이 후속 확산을 도우며 상승 압력을 키운 점도 관찰된다.","네오티스에이엔피, 태성, 팸트론","AI 서버 PCB 수요, 후공정 기판 밸류체인, 수익성 개선 리포트, 마이크로비트 탑라인, 정밀부품 수출 확대",22
