signal_date,ticker,name,market,main_theme,specific_signal,trigger_type,confidence,watch_keywords,chart_score,entry_risk,rsi14,volume_ratio_20d,value_ratio_20d,distance_ma20_pct,upper_shadow_pct,close_position_pct,high_20d_breakout,high_60d_breakout,trend_state,candle_state,pattern,close_on_signal_date,entry_price_next_open,exit_close_1d,exit_close_3d,exit_close_5d,exit_close_10d,return_1d,return_3d,return_5d,return_10d,max_gain_5d,max_drawdown_5d,max_gain_10d,max_drawdown_10d,strategy_eligible,exclusion_reasons,strategy_entry_price,strategy_exit_price,strategy_exit_reason,strategy_exit_date,strategy_return_pct,profitability_score,score_label,score_breakdown,consecutive_days,cluster_size,bars_available,note
20260512,483650,달바글로벌,KOSPI,실적,"달바글로벌 1분기 영업이익 451억원, 전년 대비 50% 증가 및 해외 매출 85% 급증",earnings,high,"해외 매출 성장, 글로벌 시장 확대",84,high,70.03,5.51,6.48,14.88,46.2,53.8,True,True,strong_uptrend,long_upper_shadow,trend_continuation,247000.0,247000.0,250500.0,,,,1.42,,,,7.29,-2.63,7.29,-2.63,False,"entry_risk_high, upper_shadow_overheat",,,not_eligible,,,68,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_80"": 12, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""upper_shadow"": -12}",1,1,2,
20260512,010100,한국무브넥스,KOSPI,정책,노동절 맞이 표창 수상,policy,medium,"노동절 표창, 노사상생발전 유공자 표창",68,high,69.25,36.91,41.8,12.75,49.3,50.7,True,False,recovering,long_upper_shadow,ma20_recovery,5180.0,5170.0,5300.0,,,,2.51,,,,15.28,-5.22,15.28,-5.22,False,"entry_risk_high, upper_shadow_overheat",,,not_eligible,,,48,weak,"{""conf_medium"": 6, ""trigger_strong"": 10, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""upper_shadow"": -12}",1,1,2,
20260512,010690,화신,KOSPI,정책,완성차 로봇 전략,rumor,medium,"완성차 로봇 프로젝트, 화신 AI 모빌리티",68,extreme,78.15,8.38,10.17,23.8,46.6,53.4,True,True,strong_uptrend,long_upper_shadow,trend_continuation,15270.0,14870.0,15550.0,,,,4.57,,,,9.08,-3.03,9.08,-3.03,False,"entry_risk_high, upper_shadow_overheat",,,not_eligible,,,40,weak,"{""conf_medium"": 6, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""upper_shadow"": -12}",1,1,2,
20260512,000500,가온전선,KOSPI,정책,LS전선의 군산 공장에서의 친환경 구리 소재 양산 본격화,disclosure,high,"친환경 구리 소재, 군산 공장 준공, 재생동 양산",75,extreme,97.58,3.01,7.34,127.5,23.8,76.2,True,True,strong_uptrend,strong_close,trend_continuation,564000.0,564000.0,505000.0,,,,-10.46,,,,12.59,-33.51,12.59,-33.51,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,59,neutral,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""rsi_overheat"": -10, ""distance_ma20"": -12}",4,1,2,
20260512,066575,LG전자우,KOSPI,정책,LG전자와 엔비디아의 협력 기대,rumor,high,"LG전자 엔비디아 협력, 로봇 사업 기대감",72,high,84.72,5.94,7.26,24.84,43.4,56.6,True,True,strong_uptrend,normal,trend_continuation,73600.0,74000.0,72800.0,,,,-1.62,,,,12.84,-5.27,12.84,-5.27,False,entry_risk_high,,,not_eligible,,,56,neutral,"{""conf_high"": 12, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""rsi_overheat"": -10}",2,1,2,
20260512,900140,엘브이엠씨홀딩스,KOSPI,기타,대한민국 최고의 경영대상 수상,rumor,medium,"대한민국 최고의 경영대상, 오세영 엘브이엠씨홀딩스 회장",86,low,55.38,5.9,6.15,3.76,37.6,62.4,True,True,uptrend,normal,trend_continuation,1758.0,1771.0,1714.0,,,,-3.22,,,,2.15,-6.83,2.15,-6.83,True,,1771.0,1700.16,stop_loss,20260513,-4.0,84,strong_watch,"{""conf_medium"": 6, ""chart_80"": 12, ""breakout_60d"": 8, ""value_ratio_3x"": 8}",1,1,2,
20260512,092200,디아이씨,KOSPI,자동차부품,현대모비스 주가 상승에 따른 시장 연쇄 반응,rumor,medium,"현대모비스 주가, 자동차부품 브랜드평판",76,low,65.08,8.33,9.42,12.77,31.7,68.3,True,False,recovering,normal,ma20_recovery,8750.0,8750.0,9300.0,,,,6.29,,,,11.2,-9.83,11.2,-9.83,True,,8750.0,9450.0,take_profit,20260513,8.0,78,watch,"{""conf_medium"": 6, ""chart_70"": 8, ""breakout_20d"": 6, ""value_ratio_3x"": 8}",1,1,2,
20260512,013000,세우글로벌,KOSPI,수급,단일계좌 집중매수로 인한 투자주의 지정,technical,medium,"단일계좌 집중매수, 투자주의 종목 지정",81,high,76.09,3.13,3.55,21.6,25.6,74.4,True,True,strong_uptrend,normal,trend_continuation,1565.0,1563.0,1496.0,,,,-4.29,,,,7.49,-6.59,7.49,-6.59,False,entry_risk_high,,,not_eligible,,,69,watch,"{""conf_medium"": 6, ""chart_80"": 12, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20}",2,1,2,
20260512,004545,깨끗한나라우,KOSPI,수급,전체 코스피 지수 상승에 따른 우선주 매수세,technical,medium,"코스피 지수 상승, 우선주 매수세",58,medium,32.36,25.14,24.35,-4.37,29.2,6.2,True,False,below_ma20,gap_up,momentum_watch,10030.0,9840.0,10170.0,,,,3.35,,,,3.56,-0.41,3.56,-0.41,False,chart_score_low,,,not_eligible,,,55,neutral,"{""conf_medium"": 6, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""chart_below_60"": -15}",1,1,2,
20260512,322000,HD현대에너지솔루션,KOSPI,정책,정부의 태양광 인버터 산업 활성화 협의체 발족,policy,high,"태양광 인버터 협의체, 태양광 기술 자립화, 에너지 전환 사업",76,low,66.3,1.0,1.08,10.38,26.3,73.7,False,False,strong_uptrend,normal,momentum_watch,207000.0,213000.0,212000.0,,,,-0.47,,,,20.19,-2.35,20.19,-2.35,False,value_ratio_low,,,not_eligible,,,75,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_70"": 8, ""close_pos_70"": 5, ""value_ratio_low"": -10}",2,1,2,
20260512,439960,코스모로보틱스,KOSDAQ,수급,코스모로보틱스 상장 이틀째 상한가 달성,technical,high,"신규 상장, 따따블, 상한가",,,,,,,,,False,False,,,,31200.0,35500.0,40550.0,,,,14.23,,,,48.45,-1.41,48.45,-1.41,True,,35500.0,38340.0,take_profit,20260513,8.0,62,neutral,"{""conf_high"": 12}",1,1,2,
20260512,048770,TPC로보틱스,KOSDAQ,로봇,중국 HCBOT과의 휴머노이드 로봇 기술 협력,contract,high,"휴머노이드 로봇 기술 협력, 중국 HCBOT",85,extreme,77.88,14.38,19.25,46.02,0.0,100.0,True,True,strong_uptrend,strong_close,volume_breakout,5550.0,5600.0,7210.0,,,,28.75,,,,67.32,0.0,67.32,0.0,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,73,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_80"": 12, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""distance_ma20"": -12}",1,1,2,
20260512,012860,모베이스전자,KOSDAQ,2차전지,전기차 BMS 양산 가속,rumor,medium,"모베이스전자 BMS 양산, 전기차 BMS 시장 확대",73,extreme,86.25,6.12,8.87,50.63,0.0,100.0,True,True,strong_uptrend,strong_close,volume_breakout,6030.0,6220.0,5730.0,,,,-7.88,,,,13.67,-17.04,13.67,-17.04,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,43,weak,"{""conf_medium"": 6, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""rsi_overheat"": -10, ""distance_ma20"": -12}",1,1,2,
20260512,051780,큐로홀딩스,KOSDAQ,에너지 수급,미국 유가스전 개발 진격,contract,high,"미국 유가스전 개발, 에너지 자원 확보",72,extreme,,126.19,176.32,60.95,0.0,100.0,True,True,recovering,strong_close,volume_breakout,6140.0,5700.0,5010.0,,,,-12.11,,,,21.93,-28.86,21.93,-28.86,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,69,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""distance_ma20"": -12}",2,1,2,
20260512,950220,네오이뮨텍,KOSDAQ,바이오,희소 유전질환치료제 '엔다리' 미국 판매 라이선스 최종 획득,contract,high,"엔다리 미국 판매, 희소 유전질환치료제, 네오이뮨텍 라이선스",61,medium,43.84,3.42,3.62,3.1,0.0,100.0,False,False,recovering,strong_close,ma20_recovery,499.0,499.0,566.0,,,,13.43,,,,28.26,-7.01,28.26,-7.01,True,,499.0,538.92,take_profit,20260513,8.0,85,strong_watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""value_ratio_3x"": 8, ""close_pos_70"": 5}",1,1,2,
20260512,032580,피델릭스,KOSDAQ,반도체,미래반도체와 한울반도체의 상한가 영향,rumor,medium,"반도체 상한가, 미래반도체 주가, 한울반도체 주가",61,extreme,98.58,3.93,6.89,83.3,0.0,0.0,True,True,strong_uptrend,gap_up,trend_continuation,2470.0,2470.0,3210.0,,,,29.96,,,,68.83,-6.48,68.83,-6.48,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,30,avoid,"{""conf_medium"": 6, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""rsi_overheat"": -10, ""distance_ma20"": -12}",4,1,2,
20260512,950130,엑세스바이오,KOSDAQ,바이오,코로나·독감 동시 진단키트 FDA 승인,policy,high,"코로나 독감 동시 진단키트, FDA 승인",84,low,61.15,8.96,10.01,18.39,0.0,100.0,False,False,uptrend,strong_close,momentum_watch,4020.0,4270.0,3650.0,,,,-14.52,,,,10.19,-17.1,10.19,-17.1,True,,4270.0,4099.2,stop_loss,20260513,-4.0,97,strong_watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_80"": 12, ""value_ratio_3x"": 8, ""close_pos_70"": 5}",1,1,2,
20260512,389680,유디엠텍,KOSDAQ,정책,엔비디아 기반 차세대 디지털 트윈 플랫폼 공급 계약,contract,high,"엔비디아 플랫폼 계약, 디지털 트윈 솔루션",71,high,,31.3,41.07,27.96,0.0,100.0,True,False,recovering,strong_close,ma20_recovery,3565.0,4630.0,4630.0,,,,0.0,,,,18.36,-27.0,18.36,-27.0,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,67,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_70"": 8, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""distance_ma20"": -12}",2,1,2,
20260512,142280,녹십자엠에스,KOSDAQ,바이오,크루즈선 '한타바이러스' 감염 발생에 대한 진단·백신 역량 부각,rumor,medium,"한타바이러스, 진단 역량, 백신 개발",70,high,75.82,38.63,45.27,20.72,35.8,64.2,True,True,uptrend,normal,trend_continuation,4755.0,5500.0,4880.0,,,,-11.27,,,,2.36,-17.64,2.36,-17.64,False,entry_risk_high,,,not_eligible,,,60,neutral,"{""conf_medium"": 6, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""entry_risk_high"": -20}",1,1,2,
20260512,101330,모베이스,KOSDAQ,2차전지,BMS 양산 가속,rumor,medium,"BMS 양산, 모베이스 2차전지",62,high,74.26,25.99,31.31,20.55,30.1,69.9,True,False,recovering,normal,ma20_recovery,5900.0,5900.0,5370.0,,,,-8.98,,,,5.08,-15.08,5.08,-15.08,False,entry_risk_high,,,not_eligible,,,50,neutral,"{""conf_medium"": 6, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""entry_risk_high"": -20}",1,1,2,
20260512,038530,케이바이오랩스,KOSDAQ,정책,액면병합 후 주권매매거래 정상화,disclosure,medium,"액면병합, 주권매매거래 정상화",43,high,0.0,158.27,149.28,-4.18,55.2,28.7,True,False,below_ma20,long_upper_shadow,momentum_watch,1482.0,1450.0,1341.0,,,,-7.52,,,,7.66,-8.97,7.66,-8.97,False,"entry_risk_high, chart_score_low, upper_shadow_overheat",,,not_eligible,,,33,avoid,"{""conf_medium"": 6, ""trigger_strong"": 10, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""upper_shadow"": -12, ""chart_below_60"": -15}",1,1,2,
20260512,065440,이루온,KOSDAQ,수급,투자경고 및 투자주의 지정 후 단기 변동성 확대,technical,medium,"투자주의종목, 단기 변동성, 거래량 상위",86,high,72.62,3.68,4.53,25.43,13.0,87.0,True,False,strong_uptrend,strong_close,trend_continuation,4845.0,4845.0,4515.0,,,,-6.81,,,,7.33,-17.03,7.33,-17.03,False,"entry_risk_high, distance_ma20_overheat",,,not_eligible,,,55,neutral,"{""conf_medium"": 6, ""chart_80"": 12, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20, ""distance_ma20"": -12}",1,1,2,
20260512,189330,씨이랩,KOSDAQ,정책,호남권 AI 데이터센터 구축 MOU 체결,contract,high,"AI 데이터센터 구축, 호남권 MOU, 컨소시엄 참여",71,low,59.97,5.56,6.55,26.63,32.5,67.5,False,False,strong_uptrend,normal,momentum_watch,8480.0,8570.0,9180.0,,,,7.12,,,,15.52,-6.53,15.52,-6.53,False,distance_ma20_overheat,,,not_eligible,,,76,watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_70"": 8, ""value_ratio_3x"": 8, ""distance_ma20"": -12}",1,1,2,
20260512,253840,수젠텍,KOSDAQ,바이오,한타바이러스 확산 우려 및 WHO 경고,rumor,high,"한타바이러스 확산, WHO 경고, 진단키트 수요",63,high,48.58,4.78,5.11,18.59,45.0,55.0,False,False,uptrend,long_upper_shadow,momentum_watch,6850.0,7250.0,7150.0,,,,-1.38,,,,9.93,-5.24,9.93,-5.24,False,"entry_risk_high, upper_shadow_overheat",,,not_eligible,,,38,weak,"{""conf_high"": 12, ""value_ratio_3x"": 8, ""entry_risk_high"": -20, ""upper_shadow"": -12}",1,1,2,
20260512,356680,엑스게이트,KOSDAQ,AI 보안,엑스게이트의 '철벽 보안' 미래 주목,rumor,medium,"철벽 보안, AI 보안 기술, 엑스게이트 보안 솔루션",78,high,52.68,1.54,1.74,20.09,10.9,79.6,False,False,strong_uptrend,strong_close,momentum_watch,17270.0,18470.0,20100.0,,,,8.83,,,,9.64,-5.52,9.64,-5.52,False,entry_risk_high,,,not_eligible,,,49,weak,"{""conf_medium"": 6, ""chart_70"": 8, ""close_pos_70"": 5, ""entry_risk_high"": -20}",2,1,2,
20260512,060590,씨티씨바이오,KOSDAQ,실적,1분기 영업이익 414% 증가,earnings,high,"영업이익 증가, 사업 가지치기, 해외 수출 효과",83,low,55.87,24.43,26.52,8.29,29.4,70.6,True,False,recovering,normal,ma20_recovery,4200.0,4270.0,3870.0,,,,-9.37,,,,0.23,-12.18,0.23,-12.18,True,,4270.0,4099.2,stop_loss,20260513,-4.0,100,strong_watch,"{""conf_high"": 12, ""trigger_strong"": 10, ""chart_80"": 12, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""close_pos_70"": 5}",1,1,2,
20260512,066430,아이로보틱스,KOSDAQ,정책,신사업 확장 및 이사회 재편,rumor,medium,"로봇 전환, 이사회 재편, 신사업 확장",70,low,68.16,7.91,9.53,26.5,44.0,56.0,True,False,recovering,normal,ma20_recovery,2650.0,2830.0,2530.0,,,,-10.6,,,,9.36,-17.31,9.36,-17.31,False,distance_ma20_overheat,,,not_eligible,,,66,watch,"{""conf_medium"": 6, ""chart_70"": 8, ""breakout_20d"": 6, ""value_ratio_3x"": 8, ""distance_ma20"": -12}",1,1,2,
20260512,144960,뉴파워프라즈마,KOSDAQ,반도체,세정 및 친환경 배기 시스템 개발,unknown,medium,"세정 시스템, 친환경 배기, 반도체 공정 기술",76,high,78.46,11.13,13.95,26.46,33.7,66.3,True,True,strong_uptrend,normal,trend_continuation,8580.0,8820.0,11150.0,,,,26.42,,,,41.04,-5.1,41.04,-5.1,False,"trigger_unknown, entry_risk_high, distance_ma20_overheat",,,not_eligible,,,28,avoid,"{""conf_medium"": 6, ""chart_70"": 8, ""breakout_60d"": 8, ""value_ratio_3x"": 8, ""trigger_unknown"": -20, ""entry_risk_high"": -20, ""distance_ma20"": -12}",2,1,2,
20260512,221800,지구홀딩스,KOSDAQ,정책,성남시 '다이아몬드형 산업벨트' 개발,policy,medium,"다이아몬드형 산업벨트, 성남시 개발 계획",39,high,48.71,0.98,0.93,-1.2,43.5,56.5,False,False,below_ma20,normal,momentum_watch,17260.0,17270.0,16580.0,,,,-4.0,,,,4.17,-19.63,4.17,-19.63,False,"entry_risk_high, chart_score_low, value_ratio_low",,,not_eligible,,,21,avoid,"{""conf_medium"": 6, ""trigger_strong"": 10, ""entry_risk_high"": -20, ""chart_below_60"": -15, ""value_ratio_low"": -10}",1,1,2,
20260512,024850,HLB이노베이션,KOSDAQ,바이오,HLB이노베이션 CAR-T 고형암 신약 사업화 기대,rumor,medium,"고형암 CAR-T, SynKIR-110, CAR-T 기술이전",86,low,56.1,4.43,4.47,5.92,16.4,83.6,False,False,uptrend,strong_close,momentum_watch,24600.0,25350.0,23150.0,,,,-8.68,,,,0.59,-13.02,0.59,-13.02,True,,25350.0,24336.0,stop_loss,20260513,-4.0,81,strong_watch,"{""conf_medium"": 6, ""chart_80"": 12, ""value_ratio_3x"": 8, ""close_pos_70"": 5}",1,1,2,
