date,market,ticker,name,close,change_pct,volume,status,main_theme,specific_signal,trigger_type,trigger_date,trigger_lag_days,confidence,reasoning,related_stocks,watch_keywords,news_count
20260515,KOSPI,111770,영원무역,89600,11.58,204736,new,실적,1분기 영업이익 급증(전년比 약46%) 및 OEM 오더 증가·수익성 개선 (순이익 100%+ 증가 보도),earnings,2026.05.15,0,high,청산: 당일·직전 보도된 1분기 실적(영업이익·순이익 큰 폭 개선)과 OEM 오더 증가 기사들이 직접적 호재로 확인되어 투자 심리에 즉각 반영된 것으로 보입니다. 별도 정책·공시 악재는 없고 실적 개선 내용이 명확해 주가 급등을 촉발했습니다.,"한세실업, LF","실적 개선, OEM 수주 증가, 1분기 영업이익 46%↑, 순이익 113% 증가, 주요 고객 매출 비중, 자기주식 소각 속도",17
20260515,KOSPI,008490,서흥,21950,10.86,254180,new,실적 + 자동화/로봇 테마,1분기 영업이익 84% 급증(영업레버리지) + 로봇주 동반강세로 인한 수급 유입(자동화 설비 수주 기대),earnings,2026.05.14,0,medium,"직접적 호재는 4월 30일 발표된 1분기 영업익 84% 급증(영업레버리지)으로 펀더멘털 개선이 확인된 상태에서, 5월 14일 시장에서 '로봇·자동화' 섹터가 급등하자 관련 소형주 수급이 몰리며 주가가 급등한 것으로 판단된다. 서흥 자체의 수주 공시(동종 업종 납품 사례)가 동일 기간에 노출되며 상승을 촉진한 것으로 보인다.","씨메스로보틱스, 사토시홀딩스","실적 서프라이즈, 로봇 자동화 수주, 영업레버리지, 자동화 설비 납품 계약",14
20260515,KOSPI,066570,LG전자,240500,10.83,5856267,continuation,실적,1분기 깜짝 실적 및 로봇 사업 확장 가시화,earnings,,0,high,"이전 분석 재사용 (최초 20260512, 3일째 등장)","LG이노텍, LG화학","어닝 서프라이즈, 로봇 사업 확장, 1분기 깜짝 실적",23
20260515,KOSPI,001740,SK네트웍스,8720,10.38,70532690,continuation,실적,1분기 영업이익 102% 증가,earnings,,0,high,"이전 분석 재사용 (최초 20260514, 2일째 등장)",SK스퀘어,"실적 개선, AI 사업 협업, 영업이익 증가, 투자자 매수세, 시장 기대치 상회",12
20260515,KOSPI,000430,대원강업,4675,10.0,2683088,unclear,수급/테마(ESG·시장 랠리),EBN 등 매체의 '상승 종목 30選' 편입 및 유통·유관 업계의 멸종위기종 복원(ESG) 이슈 확산,unknown,2026.05.14,0,low,"직접적인 공시·실적·수주 뉴스는 보이지 않으며, 동일 기간 여러 매체의 '상승 종목 선정' 보도(EBN)와 유통·유관 업계의 멸종위기종 복원 관련 ESG 기사들이 겹치며 테마성·수급성 매수로 주가가 급등한 것으로 판단됩니다. 즉 회사 고유의 호재라기보다 시장·테마 매수 영향이 컸다고 보입니다.","태양기계, 계양전기","ESG 생태계 복원, 멸종위기종 복원 캠페인, 개미 매수/코스피 8000 돌파, EBN 상승 종목 편입, 로봇·데이터센터 테마",12
20260515,KOSPI,003550,LG,126000,7.69,2619097,new,수급/그룹주 연동,LG전자 상한가 및 로봇사업 밸류체인 기대감에 따른 지주사(그룹주) 동반 랠리,technical,2026.05.15,0,medium,당일 LG전자의 강한 상승(상한가/52주 신고가)과 '로봇사업 탑승 기대' 관련 보도가 집중되며 그룹주로서 지주사인 LG 주가가 동반 급등한 것으로 판단된다. 별도 공시성 호재 없이 같은 날 내부 수급(개인 매수)과 그룹 효과가 주요 운전자가 된 전형적 기술적(군집 매매) 상승이다.,"LG전자, LG이노텍","그룹주 연동, 로봇 밸류체인 탑승 기대감, 신용도 등급전망 긍정, 상한가 촉발 수급 쏠림, IFRS18 연결체제 변경 영향",26
20260515,KOSPI,003690,코리안리,13130,7.62,1741779,new,실적,"1분기 영업이익 2,845억원·당기순이익 2,095억원(전년비 131%↑) 공시",earnings,2026.05.15,0,high,D-day 당일 다수 매체에서 발표된 1분기 실적(영업익·순익 큰 폭 증가) 공시가 직접적 호재로 작용해 주가를 끌어올린 것으로 판단된다. 부수적으로 호르무즈 해역 선박 피격 관련 '전쟁특약' 보험 이슈가 손해 규모가 제한적이라는 보도로 업종 우려 완화에 기여했을 가능성이 있다.,"삼성화재, DB손해보험","보험업, 어닝 서프라이즈, 1분기 영업이익 2845억, 1분기 순이익 2095억, 나무호 전쟁특약 1000억",20
20260515,KOSPI,383800,LX홀딩스,9160,6.88,1469041,new,실적,1분기 흑자전환(영업이익 416억) 발표,earnings,2026.05.14,1,medium,"종목 태그 기사들이 5월 14일 발표된 1분기 실적(영업이익 416억, 흑자전환)을 직접 보도했으며, 흑자 전환 소식이 단기 매수 심리를 자극해 D-day에 주가가 급등한 것으로 판단됩니다. 그룹 차원의 포트폴리오 재편과 M&A 성장 스토리가 함께 언급되어 투자자 관심을 높였습니다.","하우시스, LX세미콘, 티플랙스","흑자전환, 포트폴리오 재편, 지배구조 M&A, 1분기 영업이익 416억, 자산 2배 성장",11
20260515,KOSPI,003480,한진중공업홀딩스,6000,6.76,366398,unclear,수급/기술적(단기 수급),거래대금·거래량 집중에 따른 단기 수급성 급등(명확한 공시·뉴스 없음),unknown,,0,low,"제공된 최근 14일 뉴스에서 해당 종목과 직접 연관된 공시·실적·수주 등의 호재는 확인되지 않습니다. D-day의 상승은 거래량 증가(366,398주)와 함께 나타난 단기 수급 재편 또는 테마성 매매에 따른 것으로 판단됩니다. 명확한 선행 뉴스가 보이지 않아 외부 모멘텀(풍문·단기 매수세)에 의한 움직임일 가능성이 큽니다.",,"수급(물량) 급증, 거래대금 집중, 조선·해운 수주 모멘텀, 기관·외국인 매수 집중, 무확인 호재(풍문)",2
20260515,KOSPI,088790,진도,2600,6.56,125613,unclear,regional_news / rumor,"검색된 뉴스는 모두 '진도(지역)' 관련 일반 보도(지진 조기경보·관광·지방 소식)로, 회사(종목) 관련 공시·실적·수주 등 직접적 호재 없음",unknown,,0,low,"제공된 14일치 기사들은 대부분 지진 조기경보·관광·지방소식 등 지역 키워드로, 종목 태깅(origin=stock_news) 기사가 없어 직접적 기업 이슈가 확인되지 않습니다. 따라서 이날 상승(+6.56%)은 개별종목의 저유동성·수급 또는 테마성·기술적 반등 가능성이 크며, 뉴스 연계성이 낮아 근거가 약합니다.",,"지역 이슈, 저유동성 수급, 지진 조기경보, 긴급재난문자 5초 단축, 관광 활성화",10
20260515,KOSDAQ,031330,에스에이엠티,14300,30.0,6539622,new,섹터 수급/테마 랠리 (로봇·반도체 연관 단기 과열),코스닥 내 로봇주·반도체 관련 종목 동시 급등(일부 종목 상한가·이격도·상대강도 과열 표출),technical,2026.05.14,1,medium,"제공된 기사들은 5월14일 코스닥장에서 로봇·반도체 섹터가 강세를 보였고, 이격도·상대강도 과열 종목 목록에 해당 종목이 포함되어 있다는 점을 반복적으로 보도하고 있다. 별도 공시·실적·수주성 호재가 확인되지 않아 개별 펀더멘털보다는 섹터·수급 중심의 단기 과열(테마 장세)로 급등한 것으로 판단된다.","삼지전자, 케스피온, 사토시홀딩스","로봇/자동화 섹터 랠리, 코스닥 단기 과열, 상대·이격도 과열, 섹터 수급 전환, 상한가 연속, 기관·외국인 순매도 속 급등",12
20260515,KOSDAQ,079190,케스피온,1114,29.99,7229138,new,산업/수급(부품·반도체 장비·데이터센터 수요),AI 서버·전기차용 핵심 자성소재 '페라이트' 수요 기대감에 따른 테마성 급등,rumor,2026.05.14,1,medium,"당일·직전 보도에서 케스피온을 페라이트(AI 서버·전기차 필수 부품) 관련주로 지목하며 관련 테마가 부각되었고, 같은 시각 로봇·데이터센터 관련 종목들이 동반 급등한 점으로 보아 테마성 매수·수급 쏠림이 주가 급등의 직접적 원인으로 판단된다. 별도 공시나 계약성 뉴스는 확인되지 않아 업종·수급 중심의 관심 유입(테마 장세)이 주요 트리거다.","삼지전자, 에스에이엠티","페라이트, 데이터센터/AI 서버 수요, 전기차 부품 수요, 액면병합 후 거래급등, 신사업 성과 지연",13
20260515,KOSDAQ,037460,삼지전자,49650,29.97,1666646,unclear,수급/테마(로봇·자동화/통신장비 관련 테마성 랠리),장중/동시다발적 로봇주 급등(테마성·수급 쏠림) — '로봇주 급등' 보도에 따른 테마성 매수·거래량 급증,rumor,2026.05.14,0,low,"제공된 기사들은 개별 공시나 계약·실적 호재를 지적하지 않고, 같은 날 로봇주·일부 코스닥 종목의 동시 급등을 보도하고 있어 급등은 특정 뉴스보다 테마성·수급 쏠림(개인·단타 매수)으로 해석됩니다. 특히 거래량이 평소 대비 크게 늘어난 점과 업종 전체는 약세였으나 해당 종목만 상한가를 기록한 점이 테마·수급성 급등 신호와 일치합니다.","에스에이엠티, 케스피온","로봇·자동화, 통신장비 업황, 테마성 급등, 거래량 급증",10
20260515,KOSDAQ,130740,티피씨글로벌,2580,29.97,2625391,unclear,로보틱스/제조자동화,AI 융합 로보틱스·제조혁신(로봇주) 테마 동반 급등 — 테마성 매수·투자심리 유입,rumor,,0,low,최근 기사들은 계양전기·두산로보틱스 등 로봇·제조혁신 관련 기업들에 대한 관심 확대를 보이고 있으나 티피씨글로벌에 대한 명확한 공시나 계약 기사는 없음. 따라서 같은 섹터(로봇/제조자동화) 내 테마성·동조 매매로 급등한 것으로 판단된다.,"두산로보틱스, 삼지전자","로보틱스, 제조자동화, AI 융합 로봇, 로봇 관련 수주, 자동화 부품 공급",10
20260515,KOSDAQ,066430,아이로보틱스,3080,29.96,4328274,continuation,정책,신사업 확장 및 이사회 재편,rumor,,0,medium,"이전 분석 재사용 (최초 20260512, 2일째 등장)",,"정책, 신사업 확장, 이사회 재편, 로봇 산업 확장",12
20260515,KOSDAQ,223310,사토시홀딩스,14790,29.96,172877,new,AI 데이터센터 / 광통신 장비,엔비디아 인셉션 프로그램 가입 및 자회사 광통신 기술(차세대 CPO) 인정,disclosure,2026.05.15,0,high,당일(5.15) 다수의 보도에서 사토시홀딩스가 엔비디아 인셉션 프로그램에 정식 선정되고 자회사의 광통신 기술이 엔비디아 측에 인정받았다는 내용이 보도되어 AI 데이터센터 관련 수주·협업 기대가 즉각적으로 투자심리를 자극했다. 또한 전일 정지되었던 주권매매거래정지 해제 소식이 결합되며 거래·가격 급등을 촉발한 것으로 보인다.,"삼지전자, 에스에이엠티","AI 데이터센터, 엔비디아 인셉션, 광통신, 차세대 CPO 인정, ARGUS-Q CES 혁신상",26
20260515,KOSDAQ,092600,앤씨앤,6410,29.89,997609,new,실적·사업전략,뷰로이드 사업 비중 강화에 따른 영업이익 개선(흑자 전환) 및 관련 공시/기사,earnings,2026.05.15,0,high,"5월15일자 기사에서 뷰로이드 비중 강화로 영업이익이 개선돼 흑자 전환했다는 내용이 확인되었고, 전일 주권매매거래정지 해제(거래재개)와 맞물려 투자심리가 급격히 개선된 것으로 보입니다. 실적 개선(또는 사업구조 전환)이라는 명확한 호재성 정보가 단기 대량매수로 연결되어 가격을 크게 끌어올린 것으로 판단됩니다.","에스에이엠티, 삼지전자","실적 흑자전환, 뷰로이드 사업확대, AI CCTV 영상인식, 거래정지 해제",12
20260515,KOSDAQ,290690,소룩스,5570,29.84,10423759,continuation,실적,250억 CB 발행으로 자금 확보,disclosure,,0,high,"이전 분석 재사용 (최초 20260514, 2일째 등장)",,"자금 조달, 전환사채, 실적 개선, 성장 가능성",12
20260515,KOSDAQ,452280,한선엔지니어링,28900,19.18,2193871,continuation,기업 공시,63억 규모 CB 만기전 취득 후 소각 결정,disclosure,,0,high,"이전 분석 재사용 (최초 20260513, 2일째 등장)",,"기업 공시, 전환사채, CB 소각, 재무상태 개선, 주가 급등",10
20260515,KOSDAQ,168330,내츄럴엔도텍,2850,19.0,1471151,new,바이오/건강기능식품(건기식)·뷰티 섹터,EstroG-100의 글로벌 제약사·대형 건기식 브랜드 연속 채택 및 미국 시장(Thorne HealthTech) 관련 캠페인 노출로 인한 수출·유통 파트너십 기대감,rumor,2026.05.14,1,medium,최근 보도들은 회사의 주력 제품인 EstroG-100이 글로벌 제약사·대형 건강기능식품 브랜드에 잇따라 채택되었다는 점과 미국 시장 캠페인(Thorne 관련) 소식을 전하며 수출 확대·유통 계약 기대를 부각시켰다. 별도 공시가 확인되지는 않아 직접 계약 발표보다는 제휴·수주 기대감에 따른 테마성·수급매수로 단기 급등했다고 판단된다.,"뷰티스킨, 달바글로벌, 메디앙스","EstroG-100 글로벌 공급, 여성건강 캠페인, 건기식 OEM 공급계약, 미국 유통 파트너십, 중국 소비 회복",10
20260515,KOSDAQ,067310,하나마이크론,52900,18.61,13113819,new,실적,1분기 영업이익 514% 급증·브라질 법인 고수익성 지속 및 SK하이닉스와 협력 강화 소식,earnings,2026.05.15,0,high,D-day 당일에 나온 복수의 종목 태그 기사에서 1분기 영업이익이 크게 증가했다는 보도와 증권사 목표가 상향(브라질 법인 수익성·SK하이닉스 협력 언급)이 동시에 제시되어 투자 심리가 급격히 개선되었음. 대형 반도체 업황 호조와의 연계 기사들도 수급을 부추기며 강한 매수로 이어짐.,"SFA반도체, 주성엔지니어링","어닝 서프라이즈, 반도체 후공정(패키징), 브라질 법인 고수익성, SK하이닉스 협력 강화, 1분기 영업이익 급증",24
20260515,KOSDAQ,260970,에스앤디,67000,15.92,272713,new,부동산·건설(주택 분양),견본주택 개관 및 분양 개시 '검암역자이르네' 오픈 소식(견본주택 2026.05.15 개관 보도),contract,2026.05.14,1,medium,"최근 관련 검색기사 대부분이 동일 주택사업의 견본주택 개관·분양 개시 보도로, 분양 개시 기대감이 단기 수급을 촉발한 것으로 보인다. 건설 섹터·분양 관련 소식은 직간접적으로 사업성 개선 기대와 외부 투자 수요를 불러와 주가 급등을 유발할 수 있다.","현대건설, 포스코이앤씨, 롯데건설","분양개관, 검암역세권 분양, 견본주택 오픈, 분양홍보·청약일정, 분양률·분양가, 도급·시행 계약",11
20260515,KOSDAQ,310870,디와이씨,1640,15.01,8555411,unclear,제조·로봇/전기차 부품 모멘텀,로봇주·제조업 수주 확대와 전기차 부품(알루미늄 로어암 등) 개발 소식으로 인한 섹터성 급등 모멘텀,rumor,2026.05.14,1,low,"직접적인 공시나 실적 뉴스는 없고, 5월14일 복수의 언론에서 '로봇주 급등'과 전기차 부품·제조공정 혁신 수주 확대를 조명한 기사가 나왔습니다. 디와이씨는 해당 기사들에 태깅된 종목은 아니지만 섹터·테마성 매수에 동반 상승한 것으로 보이며, 뚜렷한 개별 호재는 확인되지 않습니다.","태양기계, 화신정공, 모베이스전자","로봇, 전기차 부품, 데이터센터 수요, 산업용 로봇 수주, BMS 양산 가속, 알루미늄 로어암 개발",6
20260515,KOSDAQ,071200,인피니트헬스케어,7700,14.58,787613,new,바이오/의료 AI,베트남 등 동남아 의료 AI 수요 확대로 인한 근골격계 진단 솔루션 수출·진출 기대,rumor,2026.05.13,2,medium,"직접적인 공시나 실적 발표는 보이지 않고, 반복된 'MVP 상위종목' 노출과 5/13자 '베트남 의료 AI 수요' 기사로 인해 의료 AI 관련주에 매수세가 유입된 것으로 보입니다. 인피니트헬스케어는 근골격계 진단 솔루션을 보유한 만큼 해당 지역 진출 기대감이 주가를 끌어올린 것으로 추정됩니다.","뷰웍스, 슈프리마","의료 AI, 동남아 의료시장, 근골격계 솔루션, 해외수출 추진, MVP 상위종목 노출",10
20260515,KOSDAQ,194700,노바렉스,17260,14.23,1082604,new,실적(헬스케어·건강기능식품 제조),1분기 영업이익 141억원(전년比 68% 증가)·분기 최대 실적 및 글로벌 수출(글로벌 확장 본격화) 발표,earnings,2026.05.14,1,high,"최근 다수 언론(종목 태깅 기사 포함)이 1분기 영업이익(141억, 전년比 68%↑)·분기 최대 실적과 '글로벌 확장 본격화' 내용을 보도했으며, 이 실적 서프라이즈와 수출·글로벌 성장 기대가 단기 급등의 직접적 트리거로 판단됨. 관련 공시·보도가 같은 기간 집중되어 있어 매수 유입이 발생한 것으로 추정됨.","콜마비앤에이치, 한국콜마","이익률 개선, 글로벌 수출확대, 1Q 영업이익 141억, 분기 최대 실적",10
20260515,KOSDAQ,052400,코나아이,70000,14.01,900725,new,핀테크·결제 서비스,외국인 전용 'NOL World 카드' 출시 및 인천공항 현장 교부·우리은행 제휴,disclosure,2026.05.13,2,high,회사·언론(네이버 태깅)에서 외국인 특화 결제카드 출시와 우리은행 제휴·인천공항 현장 교부를 보도해 실수요(관광객 결제) 확대와 해외결제 사업 성장 기대가 부각되었음. 지방선거 이후 지역화폐·관광수요 정책 기대감이 결합되며 투자심리를 자극해 급등한 것으로 판단됨.,"KG이니시스, NHN한국사이버결제, 다날","외국인 결제 수요, 인천공항 현장 교부, NOL World 카드, 우리은행 제휴, 지역화폐 확대, 관광객 결제 플랫폼",14
20260515,KOSDAQ,261780,차백신연구소,4195,13.07,34325242,continuation,바이오,단일계좌 순매수 급등에 따른 투자주의종목 지정,technical,,0,medium,"이전 분석 재사용 (최초 20260514, 2일째 등장)",,"바이오, 단일계좌 순매수, 투자주의종목 지정, 주가 급등, 거래량 급증",11
20260515,KOSDAQ,354200,엔젠바이오,1413,13.04,7299013,new,바이오,1분기 매출 전년대비 36% 증가 및 NGS 기반 정밀진단 사업 성장세(회사 실적공시·보도),earnings,2026.05.15,0,high,당일 공시·보도를 통해 1분기 매출이 전년대비 36% 증가했다는 실적 개선 신호와 함께 NGS 기반 정밀진단 시장 확대 전망이 제시되어 매수세가 유입된 것으로 보인다. 추가로 AI 기반 초정밀 진단 역량을 강조한 기사들이 투자심리를 자극했다.,"씨젠, 씨티씨바이오","정밀진단(NGS), AI 기반 초정밀진단, 진단사업 성장, Q1 매출 36% 증가",11
20260515,KOSDAQ,340570,티앤엘,61800,12.36,320506,unclear,수급/기술적(technical),단기 대량 매수에 따른 공매도 포지션 청산·쇼트커버링(수급성 급등),technical,,0,low,"제공된 최근 2주 뉴스에서 티앤엘과 직접 연결되는 공시·수주·실적·정책성 호재가 확인되지 않으며, D-day에 12%대 급등과 거래량 급증이 동시 발생해 외부 호재보다는 단기 수급·쇼트커버링에 의한 기술적 반등으로 해석됩니다. 별도 명확한 사전 신호가 없어 근원 뉴스는 확인되지 않습니다.",,"수급(대량매수), 공매도 청산, 단기 급등 지속성, 유상증자 리스크, 섹터 리레이팅",5
20260515,KOSDAQ,222110,팬젠,6890,11.67,429788,new,바이오,EPO(에리트로포이에틴) 수출 확대 및 CDMO용 블록버스터급 세포주 3종 개발 공개,earnings,2026.05.14,0,high,"당일(및 직전일) 공개된 1분기 실적 기사에서 EPO 수출 확대가 매출 성장을 견인했다고 보도되었고, 별도 기사에서는 CDMO 영토 확장(블록버스터급 세포주 3종 개발) 소식이 잇달아 나와 투자 심리를 자극함. 실적(수출) 기대로 한시적 매수와 함께 CDMO 성장 기대가 결합되어 주가가 상승한 것으로 판단됨.","에이비엘바이오, 휴젤","바이오 CDMO, EPO 수출, 블록버스터 세포주 3종, 수출 확대",12
